Generation,evals,avg,std,min,max,best_one,fitness_best_one
98,202,[  7.         384.46265986],[0.         0.07038519],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
99,204,[  7.         384.45689368],[0.        0.0992051],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
100,208,[  7.         384.44247823],[0.         0.14754548],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
101,208,[  7.         384.41076424],[0.         0.21575068],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
102,210,[  7.       384.338687],[0.         0.30884069],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
103,192,[  7.         384.21759723],[0.         0.39247102],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
104,206,[  7.         383.95523606],[0.         0.42486219],[  7.        383.6034991],[  7.         384.46842604],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 4, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 3, 7]","(7.0, 383.6034991021377)"
105,208,[  7.        383.6021403],[0.        0.0234959],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
106,220,[  7.         383.59942269],[0.         0.04055975],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
107,226,[  7.         383.59262868],[0.         0.06567391],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
108,206,[  7.         383.57904065],[0.         0.09680934],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
109,194,[  7.         383.54371178],[0.         0.14421245],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
110,216,[  7.         383.49207727],[0.         0.18167352],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
111,200,[  7.         383.37657903],[0.         0.20250722],[  7.         383.19585825],[  7.        383.6034991],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
112,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
113,234,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
114,192,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
115,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
116,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
117,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
118,232,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
119,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
120,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
121,202,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
122,234,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
123,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
124,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
125,214,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
126,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
127,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
128,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
129,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
130,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
131,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
132,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
133,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
134,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
135,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
136,188,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
137,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
138,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
139,214,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
140,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
141,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
142,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
143,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
144,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
145,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
146,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
147,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
148,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
149,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
150,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
151,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
152,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
153,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
154,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
155,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
156,232,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
157,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
158,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
159,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
160,214,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
161,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
162,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
163,204,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
164,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
165,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
166,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
167,200,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
168,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
169,218,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
170,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
171,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
172,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
173,224,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
174,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
175,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
176,222,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
177,210,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
178,212,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
179,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
180,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
181,232,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
182,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
183,208,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
184,196,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
185,228,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
186,220,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
187,198,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
188,240,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
189,206,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
190,194,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
191,216,[  7.         383.19585825],[0.00000000e+00 1.25055521e-12],[  7.         383.19585825],[  7.         383.19585825],"[21, 22, 20, 13, 17, 11, 10, 15, 19, 18, 5, 3, 6, 9, 8, 12, 14, 16, 23, 25, 24, 2, 1, 4, 7]","(7.0, 383.19585824938406)"
